_EventID_,_Latitude_,_Longitude_,_DepthMeters_,_Contributor_,_MagType_,_Magnitude_,_EventLocationName_,_Time_,ts,potential_blast,bix_potential_blasts
usp0000vcq,41.076,-74.201,6000,NEIC,,2.2,"Greater New York area, New Jersey",30/06/1978 22:39,30/06/1978 18:39,0,0
usp0000vkq,39.924,-76.264,5000,NEIC,,3.1,Pennsylvania,16/07/1978 06:39,16/07/1978 02:39,0,0
usp0000w56,44.523,-74.508,1000,NEIC,,3.1,New York,21/08/1978 08:47,21/08/1978 04:47,0,0
usp0000ww6,39.974,-76.514,5000,NEIC,,3,Pennsylvania,06/10/1978 19:25,06/10/1978 15:25,0,0
4372556,38.0115,-81.4669,2700,ANF,ML,2.3,WEST VIRGINIA,12/07/2013 22:12,12/07/2013 18:12,1,1
4372452,37.9668,-82.2182,7800,ANF,ML,2,WEST VIRGINIA,04/07/2013 19:53,04/07/2013 15:53,1,1
4372580,37.8881,-81.2457,9000,ANF,ML,2.1,WEST VIRGINIA,15/07/2013 21:34,15/07/2013 17:34,1,1
4372531,37.7492,-82.0499,5600,ANF,ML,2.4,WEST VIRGINIA,11/07/2013 16:37,11/07/2013 12:37,1,1
4374361,37.76,-82.1337,800,ANF,ML,2.3,WEST VIRGINIA,23/09/2013 20:47,23/09/2013 16:47,1,1
5111751,40.1926,-80.9502,1500,ANF,ML,2.5,PENNSYLVANIA,22/01/2015 20:50,22/01/2015 15:50,1,1
usp0000yn5,44.819,-73.19,9000,NEIC,,2.5,Vermont,29/01/1979 06:35,29/01/1979 01:35,0,0
usp0000ynj,40.321,-74.264,5000,NEIC,,3.5,New Jersey,30/01/1979 16:30,30/01/1979 11:30,0,0
4374090,37.4622,-81.6032,300,ANF,ML,2.1,WEST VIRGINIA,07/09/2013 20:52,07/09/2013 16:52,1,1
4488583,39.7674,-79.8218,5800,ANF,ML,1.8,WEST VIRGINIA,17/10/2013 16:07,17/10/2013 12:07,1,1
4488652,37.8812,-81.2831,7600,ANF,ML,2.2,WEST VIRGINIA,22/10/2013 19:57,22/10/2013 15:57,1,1
usp0000yz8,40.803,-74.809,13000,NEIC,,2.9,New Jersey,23/02/1979 10:23,23/02/1979 05:23,0,0
usp00013xp,38.421,-82.881,10000,NEIC,,3.6,eastern Kentucky,09/11/1979 21:29,09/11/1979 16:29,0,0
5113619,37.9837,-81.6031,1200,ANF,ML,2.7,WEST VIRGINIA,27/02/2015 20:48,27/02/2015 15:48,1,1
usp00014sp,41.14,-73.69,5000,NEIC,md,2.5,New York,30/12/1979 14:15,30/12/1979 09:15,0,0
4813091,37.7536,-82.0312,500,ANF,ML,2.4,WEST VIRGINIA,25/04/2014 20:54,25/04/2014 16:54,1,1
usp000151t,41.309,-73.928,3000,NEIC,,2.9,New York,17/01/1980 10:13,17/01/1980 05:13,0,0
usp00015um,40.188,-75.157,5000,NEIC,,3.5,"Greater Philadelphia area, Pennsylvania",05/03/1980 17:06,05/03/1980 12:06,0,0
usp00015yh,40.155,-75.103,5000,NEIC,,3.7,"Greater Philadelphia area, Pennsylvania",11/03/1980 06:00,11/03/1980 01:00,0,0
4374455,37.2137,-81.5617,1000,ANF,ML,2.3,WEST VIRGINIA,28/09/2013 22:44,28/09/2013 18:44,1,1
5115005,37.8339,-81.3595,1200,ANF,ML,2.3,WEST VIRGINIA,21/03/2015 17:54,21/03/2015 13:54,1,1
4808558,37.5046,-82.0864,200,ANF,ML,2.7,WEST VIRGINIA,20/05/2014 21:44,20/05/2014 17:44,1,1
5006097,37.3274,-81.9191,700,ANF,ML,2.5,WEST VIRGINIA,05/08/2014 20:15,05/08/2014 16:15,1,1
4372512,37.7357,-82.051,300,ANF,ML,2.3,WEST VIRGINIA,10/07/2013 16:42,10/07/2013 12:42,1,1
5005367,37.9899,-82.1057,300,ANF,ML,2.2,WEST VIRGINIA,15/09/2014 19:50,15/09/2014 15:50,1,1
4815672,37.7587,-81.9953,400,ANF,ML,2.8,WEST VIRGINIA,18/06/2014 16:17,18/06/2014 12:17,1,1
5110275,37.5987,-82.3986,300,ANF,ML,2.4,WEST VIRGINIA,06/11/2014 19:50,06/11/2014 14:50,1,1
4820523,40.3232,-74.8893,200,ANF,ML,1.8,NEW JERSEY,01/07/2014 19:00,01/07/2014 15:00,1,1
4820574,37.7331,-82.0193,100,ANF,ML,2.2,WEST VIRGINIA,07/07/2014 16:46,07/07/2014 12:46,1,1
5110346,37.5664,-82.0309,300,ANF,ML,2.2,WEST VIRGINIA,13/11/2014 14:59,13/11/2014 09:59,1,1
4820847,37.234,-81.4919,400,ANF,ML,2.3,WEST VIRGINIA,31/07/2014 15:09,31/07/2014 11:09,1,1
usp0001h3y,38.241,-79.09,10000,NEIC,ml,2.1,Virginia,23/11/1981 13:14,23/11/1981 08:14,0,0
usp0001yuv,43.938,-74.258,12500,NEIC,mb,5.1,New York,07/10/1983 10:18,07/10/1983 06:18,0,0
4487878,37.5899,-82.3941,2500,ANF,ML,2.8,WEST VIRGINIA,02/11/2013 15:38,02/11/2013 11:38,1,1
5115002,38.0717,-81.3565,200,ANF,ML,2.6,WEST VIRGINIA,20/03/2015 20:17,20/03/2015 16:17,1,1
5007462,40.4339,-78.506,2000,ANF,ML,2,PENNSYLVANIA,03/10/2014 16:42,03/10/2014 12:42,0,1
4217775,37.459,-82.2314,1600,ANF,ML,2.2,WEST VIRGINIA,24/09/2012 21:18,24/09/2012 17:18,1,1
4223528,37.9665,-81.3348,1800,ANF,ML,2.3,WEST VIRGINIA,22/01/2013 14:08,22/01/2013 09:08,1,1
4372033,37.4432,-81.5171,1600,ANF,ML,2,WEST VIRGINIA,16/08/2013 19:24,16/08/2013 15:24,1,1
4766657,38.0444,-81.5405,1800,ANF,ML,2.2,WEST VIRGINIA,04/03/2014 21:25,04/03/2014 16:25,1,1
4371971,37.8015,-82.169,2300,ANF,ML,2.1,WEST VIRGINIA,13/08/2013 21:50,13/08/2013 17:50,1,1
5006208,41.4611,-77.3782,8700,ANF,ML,2.6,PENNSYLVANIA,19/08/2014 18:48,19/08/2014 14:48,1,1
4813013,41.4685,-77.365,7100,ANF,ML,2.2,PENNSYLVANIA,14/04/2014 18:54,14/04/2014 14:54,1,1
4813056,38.0514,-81.524,3200,ANF,ML,2.3,WEST VIRGINIA,21/04/2014 20:11,21/04/2014 16:11,1,1
4813068,44.3247,-73.6186,21400,ANF,ML,1.9,NEW YORK,23/04/2014 18:48,23/04/2014 14:48,1,1
4219251,37.4835,-82.1554,25700,ANF,ML,2.3,WEST VIRGINIA,30/10/2012 22:06,30/10/2012 18:06,1,1
4223554,37.8608,-81.7804,11100,ANF,ML,2.5,WEST VIRGINIA,23/01/2013 21:02,23/01/2013 16:02,1,1
usp00066h6,40.33,-76.037,5000,NEIC,mb,4.6,Pennsylvania,16/01/1994 01:49,15/01/1994 20:49,0,0
usp00066hb,40.321,-76.007,5000,NEIC,mblg,2.9,Pennsylvania,16/01/1994 05:14,16/01/1994 00:14,0,0
usp00066s2,40.195,-76.226,5000,NEIC,mblg,2.6,Pennsylvania,18/01/1994 01:43,17/01/1994 20:43,0,0
usp0006c78,40.312,-76.039,5000,NEIC,mblg,2.5,Pennsylvania,07/05/1994 05:31,07/05/1994 01:31,0,0
usp0006crb,40,-76.2,5000,NEIC,md,2.4,Pennsylvania,18/05/1994 05:18,18/05/1994 01:18,0,0
4370051,37.7342,-82.0472,12200,ANF,ML,2.7,WEST VIRGINIA,29/06/2013 15:39,29/06/2013 11:39,1,1
4310565,37.7466,-81.9334,12700,ANF,ML,2.6,WEST VIRGINIA,23/02/2013 19:16,23/02/2013 14:16,1,1
4310566,37.8866,-81.3493,14900,ANF,ML,2.5,WEST VIRGINIA,23/02/2013 19:54,23/02/2013 14:54,1,1
4225399,38.1144,-81.4019,3600,ANF,ML,2.3,WEST VIRGINIA,09/03/2013 18:44,09/03/2013 13:44,1,1
4225406,37.8096,-81.7568,5000,ANF,ML,2.1,WEST VIRGINIA,09/03/2013 21:01,09/03/2013 16:01,1,1
4225508,38.0416,-81.478,14400,ANF,ML,2.5,WEST VIRGINIA,16/03/2013 13:56,16/03/2013 09:56,1,1
4223602,38.2585,-81.5994,14200,ANF,ML,2.7,WEST VIRGINIA,25/01/2013 22:04,25/01/2013 17:04,1,1
4223630,38.3284,-81.0798,7600,ANF,ML,2.2,WEST VIRGINIA,28/01/2013 21:40,28/01/2013 16:40,1,1
4369858,38.1987,-81.7544,3500,ANF,ML,2.3,WEST VIRGINIA,12/06/2013 16:46,12/06/2013 12:46,1,1
4369291,38.0558,-81.6894,3000,ANF,ML,2.4,WEST VIRGINIA,14/05/2013 20:05,14/05/2013 16:05,1,1
4369307,38.0622,-81.4464,8500,ANF,ML,2.9,WEST VIRGINIA,15/05/2013 16:46,15/05/2013 12:46,1,1
4369313,37.4934,-82.4599,2600,ANF,ML,2.5,WEST VIRGINIA,15/05/2013 20:39,15/05/2013 16:39,1,1
4369336,37.9447,-81.4923,5400,ANF,ML,2.4,WEST VIRGINIA,16/05/2013 21:36,16/05/2013 17:36,1,1
4369361,38.0618,-81.3514,6300,ANF,ML,2.6,WEST VIRGINIA,17/05/2013 20:45,17/05/2013 16:45,1,1
4371933,38.042,-81.4796,8700,ANF,ML,2.2,WEST VIRGINIA,10/08/2013 17:49,10/08/2013 13:49,1,1
4372054,38.0051,-81.2542,13800,ANF,ML,2.4,WEST VIRGINIA,17/08/2013 17:32,17/08/2013 13:32,1,1
4311114,38.0391,-81.7011,8700,ANF,ML,2.4,WEST VIRGINIA,29/04/2013 14:31,29/04/2013 10:31,1,1
4311127,37.9737,-81.444,11500,ANF,ML,2.5,WEST VIRGINIA,29/04/2013 19:55,29/04/2013 15:55,1,1
4488753,43.3124,-73.6199,12100,ANF,ML,1.7,NEW YORK,31/10/2013 15:50,31/10/2013 11:50,1,1
4766624,37.4266,-82.4476,3700,ANF,ML,1.8,WEST VIRGINIA,01/03/2014 17:22,01/03/2014 12:22,1,1
4488758,38.069,-81.6888,3600,ANF,ML,2.2,WEST VIRGINIA,31/10/2013 18:42,31/10/2013 14:42,1,1
4487855,39.2891,-77.7965,14900,ANF,ML,2.1,VIRGINIA,01/11/2013 14:24,01/11/2013 10:24,1,1
4487909,38.0444,-81.353,8900,ANF,ML,2.6,WEST VIRGINIA,04/11/2013 21:04,04/11/2013 16:04,1,1
4488015,42.9982,-76.3634,7700,ANF,ML,2.4,NEW YORK,12/11/2013 16:20,12/11/2013 11:20,1,1
4488045,44.2941,-73.6236,14000,ANF,ML,1.8,NEW YORK,14/11/2013 17:03,14/11/2013 12:03,1,1
4488072,37.9361,-81.5524,5000,ANF,ML,2.5,WEST VIRGINIA,15/11/2013 22:00,15/11/2013 17:00,1,1
4812972,44.3436,-74.1187,8600,ANF,ML,1.8,NEW YORK,09/04/2014 17:40,09/04/2014 13:40,1,1
4766626,38.2085,-81.7606,1900,ANF,ML,2,WEST VIRGINIA,01/03/2014 18:21,01/03/2014 13:21,1,1
4808397,37.5068,-82.1149,7100,ANF,ML,2.2,WEST VIRGINIA,03/05/2014 17:50,03/05/2014 13:50,1,1
4374212,37.4494,-82.0935,4100,ANF,ML,2.2,WEST VIRGINIA,14/09/2013 17:40,14/09/2013 13:40,1,1
4815584,37.2501,-81.4857,6400,ANF,ML,2.8,WEST VIRGINIA,07/06/2014 20:36,07/06/2014 16:36,1,1
4813021,38.1118,-80.467,9100,ANF,ML,2.4,WEST VIRGINIA,15/04/2014 19:55,15/04/2014 15:55,1,1
4813028,39.889,-77.5182,6000,ANF,ML,2.2,VIRGINIA,16/04/2014 17:50,16/04/2014 13:50,1,1
4808376,43.0003,-76.3457,14900,ANF,ML,2.2,NEW YORK,02/05/2014 15:45,02/05/2014 11:45,1,1
4808380,37.9772,-81.4516,11900,ANF,ML,2.4,WEST VIRGINIA,02/05/2014 17:21,02/05/2014 13:21,1,1
4212980,37.9031,-81.5188,3100,ANF,ML,2.6,WEST VIRGINIA,21/07/2012 18:42,21/07/2012 14:42,1,1
4369378,37.8195,-82.157,400,ANF,ML,1.9,WEST VIRGINIA,18/05/2013 16:52,18/05/2013 12:52,1,1
5110442,39.5945,-81.4009,6400,ANF,ML,2.4,OHIO,22/11/2014 17:30,22/11/2014 12:30,0,1
4225515,38.4861,-80.5417,14900,ANF,ML,2.5,WEST VIRGINIA,16/03/2013 18:17,16/03/2013 14:17,1,1
4311011,37.7292,-82.0493,5000,ANF,ML,2.3,WEST VIRGINIA,20/04/2013 11:57,20/04/2013 07:57,1,1
4311100,37.5653,-82.3819,8400,ANF,ML,2.4,WEST VIRGINIA,27/04/2013 14:12,27/04/2013 10:12,1,1
4225567,37.824,-81.4974,13800,ANF,ML,2.7,WEST VIRGINIA,20/03/2013 20:18,20/03/2013 16:18,1,1
4488391,38.1102,-81.3622,9500,ANF,ML,2.1,WEST VIRGINIA,04/10/2013 20:38,04/10/2013 16:38,1,1
4808583,43.5329,-75.307,12900,ANF,ML,1.8,NEW YORK,23/05/2014 18:02,23/05/2014 14:02,1,1
4372113,37.8479,-81.7709,6900,ANF,ML,2.1,WEST VIRGINIA,20/08/2013 22:20,20/08/2013 18:20,1,1
4374074,38.0676,-81.715,1000,ANF,ML,2.3,WEST VIRGINIA,06/09/2013 21:09,06/09/2013 17:09,1,1
5005312,38.1812,-81.8342,1400,ANF,ML,1.9,WEST VIRGINIA,11/09/2014 22:38,11/09/2014 18:38,1,1
4374116,37.904,-81.2658,8900,ANF,ML,2.5,WEST VIRGINIA,09/09/2013 21:32,09/09/2013 17:32,1,1
4599455,38.0845,-81.6908,2100,ANF,ML,2.2,WEST VIRGINIA,10/12/2013 19:32,10/12/2013 14:32,1,1
4599469,38.0251,-81.6578,11500,ANF,ML,2.3,WEST VIRGINIA,12/12/2013 15:20,12/12/2013 10:20,1,1
4372061,37.7645,-81.9778,8900,ANF,ML,2.1,WEST VIRGINIA,17/08/2013 22:42,17/08/2013 18:42,1,1
4094911,37.6749,-82.5481,10800,ANF,ML,2.5,WEST VIRGINIA,23/06/2012 12:25,23/06/2012 08:25,1,1
4599470,38.0886,-81.6829,7200,ANF,ML,2.4,WEST VIRGINIA,12/12/2013 18:04,12/12/2013 13:04,1,1
ld60036003,45.0135,-74.1998333,8730,NEIC,ml,1.44,"8km SSW of Huntingdon, Canada",03/06/2014 08:29,03/06/2014 04:29,0,0
5111683,37.8041,-82.1037,200,ANF,ML,2.4,WEST VIRGINIA,13/01/2015 21:15,13/01/2015 16:15,1,1
4310550,37.8925,-81.7615,700,ANF,ML,2.5,WEST VIRGINIA,21/02/2013 23:12,21/02/2013 18:12,1,1
4599524,38.0732,-81.672,12900,ANF,ML,2.2,WEST VIRGINIA,18/12/2013 15:36,18/12/2013 10:36,1,1
4599538,42.5038,-73.8739,11100,ANF,ML,2.2,NEW YORK,19/12/2013 21:22,19/12/2013 16:22,1,1
4310559,37.8681,-81.7739,100,ANF,ML,2.6,WEST VIRGINIA,22/02/2013 21:43,22/02/2013 16:43,1,1
4225377,37.7652,-82.0516,400,ANF,ML,2.7,WEST VIRGINIA,07/03/2013 22:00,07/03/2013 17:00,1,1
4310609,37.9291,-81.6053,500,ANF,ML,2.5,WEST VIRGINIA,27/02/2013 20:23,27/02/2013 15:23,1,1
4221054,37.9723,-81.3528,1300,ANF,ML,3,WEST VIRGINIA,19/12/2012 21:32,19/12/2012 16:32,0,1
4225431,37.8882,-81.7575,200,ANF,ML,2.6,WEST VIRGINIA,11/03/2013 21:09,11/03/2013 17:09,1,1
4225538,37.7547,-82.0481,400,ANF,ML,2.5,WEST VIRGINIA,18/03/2013 21:12,18/03/2013 17:12,1,1
4599549,38.072,-81.3753,8500,ANF,ML,2.4,WEST VIRGINIA,20/12/2013 21:36,20/12/2013 16:36,1,1
4217652,38.0683,-81.6708,2300,ANF,ML,2.5,WEST VIRGINIA,10/09/2012 20:14,10/09/2012 16:14,1,1
4369911,37.2786,-81.7582,700,ANF,ML,2.5,WEST VIRGINIA,18/06/2013 16:53,18/06/2013 12:53,1,1
4767015,37.8313,-82.1416,1700,ANF,ML,2.6,WEST VIRGINIA,28/03/2014 20:05,28/03/2014 16:05,1,1
5115020,37.9984,-81.3935,100,ANF,ML,1.8,WEST VIRGINIA,25/03/2015 20:01,25/03/2015 16:01,1,1
5153967,41.463,-77.3571,300,ANF,ML,2.4,PENNSYLVANIA,22/05/2015 17:16,22/05/2015 13:16,1,1
4820691,38.2137,-81.8148,1400,ANF,ML,2.3,WEST VIRGINIA,16/07/2014 20:59,16/07/2014 16:59,1,1
4820784,43.0171,-76.3632,1400,ANF,ML,2.1,NEW YORK,25/07/2014 16:29,25/07/2014 12:29,1,1
4374405,41.4574,-77.3898,500,ANF,ML,2.9,PENNSYLVANIA,25/09/2013 20:59,25/09/2013 16:59,0,1
4374420,40.9683,-74.5673,400,ANF,ML,2,NEW JERSEY,26/09/2013 17:31,26/09/2013 13:31,0,1
4815657,37.7504,-81.9816,700,ANF,ML,2.3,WEST VIRGINIA,16/06/2014 21:13,16/06/2014 17:13,1,1
4310476,37.8738,-81.6288,2000,ANF,ML,2.3,WEST VIRGINIA,15/02/2013 20:09,15/02/2013 15:09,1,1
4310562,37.7547,-82.0108,1400,ANF,ML,2.7,WEST VIRGINIA,22/02/2013 22:13,22/02/2013 17:13,1,1
4369781,37.5163,-82.0801,1300,ANF,ML,2.2,WEST VIRGINIA,05/06/2013 20:36,05/06/2013 16:36,1,1
4371761,37.3548,-81.4058,1300,ANF,ML,2.6,WEST VIRGINIA,01/08/2013 19:57,01/08/2013 15:57,1,1
4371906,37.7369,-82.0957,1400,ANF,ML,2.5,WEST VIRGINIA,08/08/2013 20:53,08/08/2013 16:53,1,1
4310444,38.1099,-81.9724,11200,ANF,ML,2.5,WEST VIRGINIA,13/02/2013 20:18,13/02/2013 15:18,0,1
4310453,38.0617,-81.642,11200,ANF,ML,2.7,WEST VIRGINIA,14/02/2013 15:43,14/02/2013 10:43,0,1
5005240,43.3052,-73.6033,14600,ANF,ML,1.7,NEW YORK,05/09/2014 15:29,05/09/2014 11:29,1,1
5005265,43.0058,-76.3731,13900,ANF,ML,1.6,NEW YORK,08/09/2014 15:47,08/09/2014 11:47,1,1
4638460,37.4554,-82.1201,900,ANF,ML,2.1,WEST VIRGINIA,21/01/2014 22:09,21/01/2014 17:09,1,1
4766652,40.8136,-78.4597,900,ANF,ML,2.2,PENNSYLVANIA,04/03/2014 19:27,04/03/2014 14:27,1,1
4488018,41.4701,-77.3819,400,ANF,ML,2.8,PENNSYLVANIA,12/11/2013 19:37,12/11/2013 14:37,1,1
5111698,38.0946,-81.3493,7500,ANF,ML,2.5,WEST VIRGINIA,15/01/2015 20:44,15/01/2015 15:44,1,1
5111714,41.0013,-75.9051,4800,ANF,ML,2.2,PENNSYLVANIA,19/01/2015 17:32,19/01/2015 12:32,1,1
4310381,37.7578,-82.2463,3300,ANF,ML,2.3,WEST VIRGINIA,07/02/2013 22:14,07/02/2013 17:14,1,1
4310378,37.791,-82.0413,3600,ANF,ML,2.4,WEST VIRGINIA,07/02/2013 21:44,07/02/2013 16:44,1,1
5111712,38.129,-80.4611,4100,ANF,ML,2.5,WEST VIRGINIA,17/01/2015 20:58,17/01/2015 15:58,1,1
4310400,38.0882,-81.3798,9500,ANF,ML,2.4,WEST VIRGINIA,09/02/2013 18:49,09/02/2013 13:49,1,1
5110414,38.0733,-81.6806,1200,ANF,ML,2,WEST VIRGINIA,19/11/2014 20:48,19/11/2014 15:48,1,1
4310393,38.0702,-81.647,8600,ANF,ML,2.7,WEST VIRGINIA,08/02/2013 21:26,08/02/2013 16:26,1,1
4213014,38.0909,-81.6788,600,ANF,ML,2.9,WEST VIRGINIA,25/07/2012 20:22,25/07/2012 16:22,1,1
4213038,37.742,-82.0255,200,ANF,ML,2.6,WEST VIRGINIA,27/07/2012 20:48,27/07/2012 16:48,1,1
4213775,37.729,-82.299,800,ANF,ML,2.7,WEST VIRGINIA,08/08/2012 15:50,08/08/2012 11:50,1,1
4214020,37.8661,-81.7613,100,ANF,ML,2.8,WEST VIRGINIA,27/08/2012 20:12,27/08/2012 16:12,1,1
4310396,39.2071,-79.4208,15800,ANF,ML,2.7,WEST VIRGINIA,08/02/2013 23:35,08/02/2013 18:35,1,1
usp00017zn,43.561,-75.231,1000,NEIC,lg,3.5,New York,06/06/1980 13:15,06/06/1980 09:15,0,0
4217809,38.0889,-81.6664,900,ANF,ML,2.5,WEST VIRGINIA,27/09/2012 18:58,27/09/2012 14:58,1,1
usp0001ap5,38.176,-79.901,4000,NEIC,,2.8,Virginia,05/11/1980 21:48,05/11/1980 16:48,0,0
4374428,40.4762,-78.5399,700,ANF,ML,2,PENNSYLVANIA,27/09/2013 13:38,27/09/2013 09:38,0,1
4094636,37.791,-82.2837,100,ANF,ML,3,WEST VIRGINIA,04/06/2012 20:05,04/06/2012 16:05,0,1
4225274,38.0526,-81.6522,11600,ANF,ML,2.5,WEST VIRGINIA,01/03/2013 20:39,01/03/2013 15:39,1,1
4767699,40.8938,-78.2597,4500,ANF,ML,2,PENNSYLVANIA,03/02/2014 20:24,03/02/2014 15:24,1,1
4638533,38.0873,-81.6765,4100,ANF,ML,2.1,WEST VIRGINIA,28/01/2014 16:09,28/01/2014 11:09,1,1
4218994,38.0163,-81.6948,500,ANF,ML,2.9,WEST VIRGINIA,05/10/2012 18:35,05/10/2012 14:35,1,1
4767771,42.514,-73.8466,14000,ANF,ML,2.3,NEW YORK,12/02/2014 21:22,12/02/2014 16:22,1,1
usp0001eh8,45.108,-74.608,16000,NEIC,mblg,3.5,"Ontario-Quebec border region, Canada",04/07/1981 23:16,04/07/1981 19:16,0,0
usp000gjf0,40.054,-76.967,2000,NEIC,md,2,Pennsylvania,05/10/2008 22:36,05/10/2008 18:36,0,0
usp0001ejz,45.108,-74.61,16000,NEIC,mblg,2.9,"Ontario-Quebec border region, Canada",08/07/1981 00:00,07/07/1981 19:59,0,0
usp0001kpb,40.024,-74.813,5000,NEIC,mblg,2.8,"Greater Philadelphia area, New Jersey",12/04/1982 22:14,12/04/1982 17:14,0,0
usp0001pbm,43.209,-74.2,4200,NEIC,md,2.7,New York,31/08/1982 10:16,31/08/1982 06:16,0,0
usp0001tbn,41.554,-73.658,7000,NEIC,md,3,New York,26/02/1983 19:59,26/02/1983 14:59,0,0
usp0001xr6,38.472,-82.772,11900,NEIC,mblg,3.5,eastern Kentucky,17/08/1983 14:03,17/08/1983 10:03,0,0
usp0001yuw,43.952,-74.258,8000,NEIC,mblg,3.5,New York,07/10/1983 10:39,07/10/1983 06:39,0,0
usp0001yux,43.952,-74.258,8000,NEIC,mblg,2.9,New York,07/10/1983 10:59,07/10/1983 06:59,0,0
usp0001yxk,43.952,-74.258,7900,NEIC,mblg,2.8,New York,12/10/1983 02:17,11/10/1983 22:17,0,0
usp00020en,39.832,-75.66,5000,NEIC,mblg,2,Pennsylvania,12/12/1983 05:15,12/12/1983 00:15,0,0
usp00020pq,45.22,-73.98,11000,NEIC,mblg,3.1,"southern Quebec, Canada",21/12/1983 15:04,21/12/1983 10:04,0,0
usp00021d2,39.795,-75.524,5000,NEIC,md,2.4,"Wilmington urban area, Delaware",19/01/1984 23:03,19/01/1984 18:03,0,0
usp00023nz,39.923,-76.316,5000,NEIC,mblg,3,Pennsylvania,19/04/1984 04:54,18/04/1984 23:54,0,0
usp00023tg,39.921,-76.355,5000,NEIC,mb,4.2,Pennsylvania,23/04/1984 01:36,22/04/1984 20:36,0,0
usp00026jj,44.91,-73.48,12000,NEIC,mblg,3.2,New York,20/08/1984 10:58,20/08/1984 06:58,0,0
usp00028dt,43.592,-73.937,1000,NEIC,md,3.4,New York,23/10/1984 06:26,23/10/1984 02:26,0,0
4638535,38.1025,-80.4351,11800,ANF,ML,2.2,WEST VIRGINIA,28/01/2014 20:55,28/01/2014 15:55,1,1
4813090,38.0889,-81.3656,11400,ANF,ML,1.8,WEST VIRGINIA,25/04/2014 19:42,25/04/2014 15:42,1,1
4813114,43.7601,-74.1234,11900,ANF,ML,2.2,NEW YORK,30/04/2014 19:19,30/04/2014 15:19,1,1
5006090,43.7505,-74.113,15800,ANF,ML,1.9,NEW YORK,04/08/2014 18:41,04/08/2014 14:41,1,1
5006100,39.7583,-79.7784,2200,ANF,ML,2,WEST VIRGINIA,06/08/2014 16:00,06/08/2014 12:00,1,1
5007456,37.7467,-82.031,8500,ANF,ML,2.4,WEST VIRGINIA,02/10/2014 20:50,02/10/2014 16:50,1,1
4638527,37.7632,-82.1792,3300,ANF,ML,2.4,WEST VIRGINIA,27/01/2014 21:03,27/01/2014 16:03,1,1
4638452,38.0608,-81.6582,8800,ANF,ML,2.7,WEST VIRGINIA,21/01/2014 19:17,21/01/2014 14:17,1,1
4766677,38.011,-80.5202,4200,ANF,ML,2.4,WEST VIRGINIA,05/03/2014 21:42,05/03/2014 16:42,1,1
4766764,40.2143,-80.984,12900,ANF,ML,2.4,PENNSYLVANIA,11/03/2014 20:46,11/03/2014 16:46,1,1
4766773,42.5064,-73.8551,18200,ANF,ML,2.3,NEW YORK,12/03/2014 17:06,12/03/2014 13:06,1,1
4766832,38.0373,-81.4486,13700,ANF,ML,2.4,WEST VIRGINIA,17/03/2014 14:12,17/03/2014 10:12,1,1
4487908,43.7536,-74.1217,8600,ANF,ML,2.3,NEW YORK,04/11/2013 20:15,04/11/2013 15:15,1,1
4812969,37.8242,-82.1916,7500,ANF,ML,2.4,WEST VIRGINIA,08/04/2014 20:46,08/04/2014 16:46,1,1
4767891,39.7366,-79.8154,9300,ANF,ML,1.6,WEST VIRGINIA,28/02/2014 17:23,28/02/2014 12:23,1,1
4808552,37.9926,-81.469,13200,ANF,ML,2.4,WEST VIRGINIA,20/05/2014 20:06,20/05/2014 16:06,1,1
4815544,42.9979,-76.0434,16300,ANF,ML,2,NEW YORK,03/06/2014 16:41,03/06/2014 12:41,1,1
4815560,42.9909,-76.3421,7600,ANF,ML,2.3,NEW YORK,05/06/2014 15:33,05/06/2014 11:33,1,1
4815564,39.7515,-76.1512,6300,ANF,ML,1.4,CHESAPEAKE BAY REGION,05/06/2014 20:30,05/06/2014 16:30,1,1
4815609,41.4706,-77.3571,13400,ANF,ML,2.5,PENNSYLVANIA,10/06/2014 17:52,10/06/2014 13:52,1,1
4820576,39.4781,-76.6706,3900,ANF,ML,1.8,CHESAPEAKE BAY REGION,07/07/2014 18:58,07/07/2014 14:58,1,1
4820577,38.0502,-81.6719,7600,ANF,ML,2.4,WEST VIRGINIA,07/07/2014 19:09,07/07/2014 15:09,1,1
4213919,38.0069,-80.5389,200,ANF,ML,3,WEST VIRGINIA,21/08/2012 20:35,21/08/2012 16:35,0,1
4309549,37.7632,-82.1985,1400,ANF,ML,2.5,WEST VIRGINIA,15/11/2012 20:17,15/11/2012 15:17,1,1
usp0002kxt,40.98,-73.83,6000,NEIC,mb,3.6,New York,19/10/1985 10:07,19/10/1985 06:07,0,0
usp0002kzz,40.99,-73.84,5000,NEIC,ml,2.8,New York,21/10/1985 10:37,21/10/1985 06:37,0,0
usp0002m9v,42.988,-74.213,5000,NEIC,mblg,2.7,New York,30/10/1985 03:42,29/10/1985 22:42,0,0
usp0002mcq,45.29,-73.45,5000,NEIC,mblg,3.3,"southern Quebec, Canada",01/11/1985 23:33,01/11/1985 18:33,0,0
usp0002psa,40.989,-73.833,5200,NEIC,ml,1.8,New York,05/01/1986 03:35,04/01/1986 22:35,0,0
usp0002saf,37.245,-80.494,11800,NEIC,md,2.9,West Virginia,26/03/1986 16:36,26/03/1986 11:36,0,0
usp0002t3q,40.98,-73.834,6100,NEIC,md,2.7,New York,22/04/1986 07:28,22/04/1986 02:28,0,0
